osmid,x,y
42437693,-74.0009801,40.7520747
42437699,-74.0066337,40.7544608
42437749,-73.9997076,40.7117851
42437753,-73.9986817,40.711879
42437755,-73.9943532,40.7123181
42437763,-73.9900158,40.7126536
42437768,-73.9884924,40.7127817
42437770,-73.9869665,40.7129093
42437773,-73.9850618,40.7130809
42437786,-73.979532,40.7138456
42437801,-73.9393193,40.8134646
42437819,-74.017462,40.7076167
42437830,-73.9747274,40.7297709
42437841,-73.9877555,40.7778454
42437845,-73.98858,40.7781959
42437881,-73.9895966,40.7415506
42437890,-73.9956382,40.7441065
42437909,-74.0013543,40.7465235
42437914,-74.0041638,40.7477028
42437916,-73.96197,40.7979763
42437917,-73.9633705,40.7985681
42437918,-73.9662021,40.7997657
42437920,-73.970545,40.80159
42437921,-73.9243885,40.8653705
42437923,-73.9224988,40.8660653
42437925,-73.919215,40.867275
42437926,-73.918414,40.867584
42437929,-73.9359818,40.8120554
42437942,-73.927781,40.854976
42437944,-73.9304068,40.856077
42437949,-73.9963626,40.7322515
42437951,-73.997987,40.732946
42437962,-73.9911718,40.717351
42437965,-73.991792,40.7161764
42437967,-73.9923757,40.7150484
42437988,-73.9930343,40.7143535
42437990,-73.9926355,40.7151254
42437996,-73.991452,40.7174356
42438018,-73.9389595,40.8289841
42438024,-73.9434627,40.8308881
42438034,-73.9977158,40.7153613
42438043,-73.9712361,40.7877988
42438045,-73.9740595,40.7889871
42438052,-73.9794014,40.7912444
42438060,-74.0104496,40.7228729
42438066,-73.9594934,40.8170071
42438084,-73.9322842,40.8002752
42438090,-73.9314544,40.8004726
42438153,-73.9319786,40.8006925
42438155,-74.0112079,40.7103692
42438160,-73.9418486,40.8518313
42438173,-73.9864142,40.7385281
42438174,-73.9856806,40.7382199
42438186,-73.9300043,40.8493104
42438189,-73.931472,40.849921
42438199,-73.934098,40.851021
42438218,-73.9387583,40.8523449
42438228,-73.9598117,40.8187841
42438235,-73.9394953,40.8102066
42438236,-73.9426361,40.8115326
42438240,-73.9456451,40.8127932
42438246,-73.9528655,40.8158605
42438247,-73.9540766,40.8163558
42438255,-73.939155,40.833278
42438257,-73.941109,40.8341102
42438271,-73.9359497,40.8177958
42438275,-73.9377219,40.8185482
42438281,-73.9405581,40.819759
42438288,-73.9446041,40.8214604
42438291,-73.9476376,40.8227363
42438292,-73.9489935,40.8233158
42438295,-73.9496898,40.8236097
42438300,-73.9891559,40.7768348
42438301,-73.9888384,40.7774787
42438306,-73.9879995,40.7795541
42438362,-73.9753697,40.7330871
42438471,-74.0004937,40.7083786
42438476,-74.0001276,40.7078996
42438485,-73.9632228,40.7776743
42438487,-73.9616294,40.7770011
42438490,-73.9599345,40.776291
42438498,-73.9583993,40.775645
42438503,-73.9567951,40.7749679
42438506,-73.9545699,40.7740206
42438509,-73.9521805,40.7730268
42438513,-73.9475897,40.7710722
42438529,-73.9848278,40.7112468
42438531,-73.984704,40.7107237
42438544,-73.9873007,40.7446783
42438547,-73.9933621,40.7472363
42438672,-73.9990694,40.7496507
42438674,-74.001882,40.750828
42438684,-74.0072963,40.7530959
42438702,-73.9427583,40.8057381
42438704,-73.9411468,40.8050631
42438707,-73.9393933,40.8043271
42438772,-73.9379207,40.8037081
42438774,-73.9363134,40.8030279
42438779,-74.0058479,40.7210691
42438781,-74.0056899,40.7217548
42438784,-73.9917243,40.7352039
42438788,-73.9665333,40.7731391
42438791,-73.9649361,40.7724629
42438795,-73.963244,40.7717575
42438798,-73.9617094,40.7711121
42438800,-73.9601029,40.770434
42438802,-73.9578623,40.7694904
42438805,-73.9555018,40.7684851
42438809,-73.9506562,40.7668604
42438819,-73.9883936,40.7765109
42438825,-73.9874323,40.7785248
42438832,-73.9871067,40.7791875
42438836,-73.9522115,40.818932
42438839,-73.9508662,40.8183904
42438849,-73.986835,40.737941
42438859,-73.9764438,40.7806719
42438862,-73.979274,40.7818426
42438867,-73.9838929,40.7837916
42438881,-73.9760484,40.7572359
42438886,-73.974356,40.756526
42438889,-73.97282,40.75587
42438891,-73.9712239,40.7551996
42438894,-73.968978,40.754251
42438898,-73.9649161,40.75254
42438906,-73.944805,40.8057865
42438908,-73.9463669,40.8064396
42438913,-73.9493541,40.8077005
42438920,-73.9535786,40.8094823
42438923,-73.9549689,40.8100609
42438928,-73.957805,40.8112717
42438947,-73.9500938,40.7896807
42438949,-73.9486102,40.789061
42438953,-73.9469991,40.7883857
42438961,-73.9534411,40.7910863
42438963,-73.951839,40.7904162
42438971,-73.9447838,40.7874477
42438973,-73.942395,40.786438
42438984,-73.9403996,40.8089618
42439001,-73.9780286,40.7294404
42439006,-73.9803623,40.7304174
42439065,-73.9212428,40.8604936
42439070,-73.9946012,40.7346805
42439073,-74.0006278,40.7372222
42439078,-74.003866,40.737544
42439096,-74.008206,40.737554
42439099,-74.0098019,40.7375589
42439170,-73.9845088,40.7369623
42439178,-73.982267,40.73602
42439181,-73.9798949,40.7350036
42439191,-73.9744435,40.7327494
42439203,-73.9876671,40.7382917
42439207,-73.9980848,40.7196004
42439210,-73.94482,40.8265704
42439213,-73.9461917,40.8271519
42439216,-73.950395,40.828925
42439225,-73.9377556,40.8235986
42439228,-73.9415007,40.8251715
42439236,-73.9914198,40.7298614
42439249,-73.990734,40.729878
42439272,-73.9922478,40.7379242
42439275,-73.998287,40.74047
42439280,-74.0039992,40.7428829
42439286,-74.006811,40.744061
42439295,-74.0082567,40.7446855
42439323,-73.9816006,40.732664
42439335,-74.0031066,40.7268704
42439345,-74.005545,40.727157
42439362,-73.93604,40.839484
42439371,-73.953623,40.8103252
42439389,-73.9622984,40.7789465
42439392,-73.9607012,40.7782718
42439395,-73.9590065,40.7775625
42439399,-73.9574742,40.7769156
42439403,-73.9558695,40.776235
42439406,-73.9536366,40.7752935
42439409,-73.9512608,40.7742922
42439416,-73.946656,40.772351
42439432,-73.916139,40.868251
42439440,-73.991563,40.749706
42439464,-73.9843888,40.7748013
42439485,-73.945508,40.801971
42439486,-73.9439003,40.8012913
42439488,-73.9421598,40.8005608
42439489,-73.9406719,40.7999397
42439490,-73.9390621,40.7992528
42439497,-73.9368206,40.7983076
42439498,-73.9344558,40.7973103
42439506,-73.9322087,40.7963627
42439514,-73.9309878,40.7958438
42439527,-74.003376,40.725252
42439530,-74.0023512,40.7264953
42439533,-74.0013516,40.7277329
42439537,-73.9993655,40.7300598
42439542,-73.9988148,40.7306557
42439553,-73.9660692,40.7737745
42439556,-73.9644727,40.7731008
42439557,-73.9627807,40.7723869
42439559,-73.9612509,40.7717414
42439561,-73.9596511,40.7710664
42439563,-73.9574004,40.7701167
42439567,-73.9550385,40.7691198
42439580,-73.999841,40.719193
42439581,-74.000622,40.719552
42439583,-74.002221,40.720341
42439588,-73.948009,40.817116
42439590,-73.947441,40.81776
42439598,-73.94698,40.81838
42439599,-73.946065,40.819628
42439601,-73.9451567,40.8208736
42439613,-73.9448439,40.8215516
42439620,-73.941536,40.826821
42439653,-73.9398011,40.8299196
42439673,-73.9403469,40.8304568
42439711,-73.939676,40.832685
42439718,-73.938492,40.833843
42439721,-73.937751,40.834889
42439724,-73.937383,40.83569
42439728,-73.937023,40.836469
42439730,-73.936383,40.83785
42439783,-73.9356526,40.8415827
42439802,-73.9395865,40.8301404
42439813,-73.9989343,40.7125535
42439823,-73.99968,40.7385578
42439826,-73.9991824,40.7392462
42439830,-73.998713,40.739881
42439834,-73.997434,40.741642
42439836,-73.99658,40.742811
42439840,-73.994709,40.745383
42439842,-73.9942616,40.7460045
42439849,-73.9521121,40.8039345
42439851,-73.9516496,40.8045644
42439852,-73.9511928,40.8051892
42439855,-73.9502721,40.8064478
42439858,-73.9498145,40.8070737
42439860,-73.9488993,40.8083293
42439861,-73.9484034,40.8090058
42439864,-73.9479237,40.8096859
42439868,-73.9470064,40.8109249
42439873,-73.9465492,40.811546
42439878,-73.9460975,40.8121726
42439887,-73.9437801,40.81534
42439891,-73.9432878,40.8160117
42439894,-73.9428389,40.8166299
42439897,-73.941924,40.8178879
42439899,-73.9410141,40.8191327
42439905,-73.9401037,40.8203792
42439910,-73.9396466,40.8210002
42439922,-73.9386646,40.8223451
42439924,-73.9382108,40.8229671
42439927,-73.9368478,40.8248415
42439929,-73.9363928,40.8254654
42439952,-73.9901341,40.7516588
42439955,-73.9896878,40.7522886
42439960,-73.989243,40.752895
42439964,-73.988323,40.7541474
42439968,-73.9878881,40.7547554
42439972,-73.987447,40.755373
42439981,-73.986458,40.75671
42439984,-73.9860116,40.7573424
42439990,-73.9850795,40.7585968
42439994,-73.9846194,40.7592226
42439996,-73.984174,40.759841
42440001,-73.9832504,40.7610948
42440004,-73.9828071,40.7617189
42440009,-73.9823472,40.7623476
42440012,-73.9818975,40.7629646
42440015,-73.9814328,40.7635954
42440020,-73.9809718,40.7642332
42440022,-73.980036,40.765521
42440025,-73.9795321,40.7662134
42440052,-73.944049,40.822052
42440053,-73.943506,40.822628
42440056,-73.9424165,40.823924
42440059,-73.9419585,40.8245482
42440065,-73.9405881,40.8264173
42440069,-73.9401426,40.8270356
42440072,-73.939688,40.8276597
42440075,-73.9392533,40.8282799
42440079,-73.926838,40.867064
42440104,-73.958204,40.8038773
42440112,-73.9577147,40.8062968
42440122,-73.9572588,40.8069224
42440125,-73.9568013,40.8075511
42440131,-73.9558862,40.8088028
42440134,-73.9554225,40.8094384
42440138,-73.9545043,40.8106928
42440144,-73.9540099,40.8113669
42440146,-73.953546,40.8120517
42440153,-73.9772064,40.7585437
42440163,-73.9889429,40.7634901
42440170,-73.9917852,40.7646863
42440253,-73.9968799,40.7668305
42440270,-74.0040807,40.7074356
42440280,-74.0054837,40.7090968
42440282,-74.0064412,40.7095739
42440284,-74.0070037,40.7098556
42440287,-74.0077439,40.7102231
42440323,-73.9867925,40.7394943
42440325,-73.9852411,40.7388463
42440326,-73.983638,40.7381579
42440330,-73.9813983,40.7372187
42440335,-74.0084241,40.7095371
42440340,-74.0077939,40.7090816
42440343,-74.0072873,40.7087131
42440345,-74.0065343,40.708229
42440347,-74.0054889,40.7073945
42440350,-74.0050152,40.7068521
42440353,-74.0045692,40.7064117
42440356,-74.0038751,40.7057898
42440376,-73.9390685,40.8166971
42440381,-73.9381673,40.8179369
42440385,-73.9372632,40.8191777
42440397,-73.9637197,40.7769914
42440401,-73.9837985,40.7215294
42440408,-73.9866936,40.7159749
42440449,-73.9865861,40.7104945
42440452,-73.9767414,40.7591757
42440453,-73.9751336,40.7584878
42440456,-73.9734395,40.7577792
42440459,-73.9719073,40.7571246
42440463,-73.970311,40.7564518
42440465,-73.9680652,40.7555038
42440469,-73.9656942,40.7544977
42440472,-73.964347,40.753935
42440476,-73.9640504,40.7538124
42440494,-73.9194167,40.8638064
42440499,-73.917555,40.86302
42440502,-73.916373,40.862523
42440527,-74.0092082,40.7297049
42440545,-73.995585,40.7282036
42440553,-73.9978721,40.7293265
42440565,-73.9621088,40.7554632
42440566,-73.9616198,40.7560685
42440567,-73.9611654,40.7566914
42440577,-73.9674745,40.8069791
42440628,-74.0169509,40.7090728
42440639,-74.016765,40.709336
42440679,-73.9911284,40.7146759
42440682,-73.9905591,40.715805
42440686,-73.9899465,40.7169795
42440710,-73.9936325,40.7360074
42440721,-73.9898963,40.7344321
42440729,-73.9871802,40.7332953
42440737,-73.9849374,40.732353
42440743,-73.9825575,40.7313572
42440754,-73.9756824,40.7284433
42440785,-73.9902277,40.7144207
42440792,-73.9918872,40.7149028
42440798,-73.99425,40.7156185
42440804,-73.9969875,40.7165497
42440810,-73.9993088,40.7175538
42440820,-74.002596,40.7199234
42440825,-74.0034713,40.7205482
42440829,-74.0046193,40.7213666
42440838,-74.006317,40.7225692
42440847,-74.0086711,40.7243158
42440850,-74.0100926,40.7253005
42440854,-74.01093,40.7258067
42440873,-74.0100076,40.7250503
42440916,-74.0105584,40.7222159
42440918,-74.0116409,40.7223187
42440934,-73.9847685,40.769231
42440935,-73.9875948,40.7704036
42440940,-74.003714,40.736839
42440943,-74.0083227,40.7361909
42440946,-74.0099198,40.7359739
42440951,-73.9749271,40.7616758
42440960,-73.986668,40.7666367
42440966,-73.989495,40.7678263
42441000,-73.9304693,40.866438
42441007,-73.9298529,40.8659478
42441009,-73.9284054,40.865631
42441077,-73.9605612,40.8159022
42441080,-73.961865,40.8140511
42441104,-73.9631713,40.8124168
42441191,-73.9611688,40.8168887
42441251,-73.9639023,40.8124025
42441263,-73.9670504,40.8076278
42441276,-73.9681438,40.8057489
42441283,-73.9693692,40.8036829
42441299,-73.971271,40.8010737
42441310,-73.9717928,40.800475
42441382,-73.9742913,40.7966023
42441521,-73.9763032,40.7940047
42441526,-73.976574,40.7933236
42441535,-73.9770873,40.792722
42441564,-73.9803596,40.7899463
42441569,-73.9808538,40.7892552
42441587,-73.9814421,40.7861933
42441654,-73.985081,40.781771
42441668,-73.9844643,40.7831868
42441670,-73.9847754,40.7824893
42441695,-73.9466482,40.838072
42441701,-73.945856,40.838559
42441704,-73.945543,40.839232
42441771,-73.949688,40.830244
42441774,-73.949462,40.830962
42441777,-73.949256,40.831695
42441805,-73.949714,40.832697
42441823,-73.9490935,40.8343523
42441889,-73.9734588,40.7978915
42441895,-73.9725352,40.7991459
42441899,-73.971924,40.799705
42441903,-73.97146,40.800334
42441907,-73.971004,40.8009607
42441910,-73.9691157,40.8035804
42441913,-73.968647,40.804206
42441926,-73.9680127,40.804723
42441947,-73.9567474,40.8216938
42441949,-73.9561111,40.8222347
42441950,-73.9553367,40.8235401
42441951,-73.954347,40.824739
42441952,-73.953014,40.82582
42441953,-73.952533,40.826424
42441955,-73.951321,40.827678
42441956,-73.950858,40.828296
42442058,-73.949663,40.832522
42442107,-74.0080313,40.7054413
42442123,-73.9452617,40.8051509
42442128,-73.9443406,40.8064044
42442230,-73.9947014,40.7213148
42442247,-73.9971275,40.7223037
42442255,-73.9979746,40.7226691
42442269,-73.999609,40.723423
42442273,-74.000367,40.723795
42442276,-74.001933,40.724552
42442286,-74.0057082,40.7256753
42442288,-74.0083464,40.7259304
42442291,-74.0099015,40.7260808
42442294,-74.0108723,40.7261761
42442384,-73.9363632,40.8538229
42442410,-73.9853181,40.7735306
42442415,-73.9848524,40.7741641
42442417,-73.9834857,40.77604
42442422,-73.9825693,40.7772886
42442445,-73.9806592,40.7799206
42442451,-73.98021,40.780561
42442459,-73.9797549,40.7811846
42442463,-73.9783277,40.7831527
42442469,-73.9773536,40.7844692
42442475,-73.9755093,40.7870011
42442480,-73.9750103,40.7876861
42442492,-73.9726774,40.7908816
42442502,-73.9722334,40.7915049
42442514,-73.9717771,40.7921309
42442528,-73.9708683,40.7933852
42442534,-73.9703681,40.7940644
42442542,-73.9698719,40.7947346
42442549,-73.9689386,40.7959832
42442552,-73.9684577,40.7966412
42442555,-73.9680189,40.7972412
42442557,-73.9675624,40.7978705
42442559,-73.9671272,40.7985077
42442561,-73.9666553,40.7991346
42442565,-73.9647404,40.8017333
42442567,-73.9642763,40.8023702
42442569,-73.963849,40.8029617
42442571,-73.9633898,40.8036319
42442575,-73.9615515,40.8061528
42442577,-73.960109,40.8081275
42442578,-73.9596506,40.8087553
42442584,-73.9562717,40.8133809
42442586,-73.9556965,40.8141405
42442589,-73.9554444,40.8144827
42442592,-73.9550004,40.8151098
42442596,-73.9545419,40.8157354
42442604,-73.9517315,40.8195669
42442609,-73.9503643,40.8214397
42442613,-73.9494564,40.8226821
42442618,-73.9485422,40.8239409
42442621,-73.9480922,40.8245499
42442625,-73.9471053,40.825901
42442628,-73.9466483,40.8265263
42442635,-73.9452839,40.8283947
42442638,-73.9448276,40.8290195
42442642,-73.9443743,40.8296401
42442645,-73.9439142,40.8302699
42442651,-73.9429836,40.8315772
42442656,-73.9420072,40.8328806
42442659,-73.9415672,40.8334829
42442664,-73.9406514,40.8347248
42442671,-73.9401964,40.8353595
42442684,-73.9393372,40.8365752
42442697,-73.9388597,40.8372351
42442702,-73.937912,40.8384866
42442703,-73.9377692,40.8386821
42442710,-73.9369058,40.839864
42442717,-73.9364566,40.8404789
42442722,-73.9351235,40.8423037
42442723,-73.9342023,40.8435645
42442728,-73.9327605,40.845538
42442733,-73.9318387,40.8467995
42442734,-73.9308625,40.8481397
42442738,-73.9306128,40.8484776
42442741,-73.9304556,40.8486927
42442745,-73.9296359,40.8499152
42442755,-73.9286543,40.851193
42442764,-73.9276972,40.8524955
42442766,-73.927239,40.8531188
42442770,-73.9268061,40.8537179
42442788,-73.9763832,40.7190823
42442836,-73.9912412,40.723793
42442838,-73.9909579,40.7241092
42442842,-73.9908333,40.7242809
42442843,-73.9903454,40.7249299
42442848,-73.989429,40.726188
42442850,-73.9889783,40.7267997
42442851,-73.9885349,40.7274076
42442857,-73.987237,40.7291945
42442862,-73.9863742,40.7303818
42442870,-73.985909,40.731019
42442877,-73.9835476,40.734263
42442881,-73.9826949,40.7354311
42442889,-73.9809116,40.7378893
42442891,-73.9799749,40.7391809
42442895,-73.979088,40.7404187
42442898,-73.9786461,40.7410388
42442902,-73.9777196,40.7422741
42442906,-73.9772801,40.7428856
42442910,-73.9768235,40.7435047
42442913,-73.9763847,40.7441114
42442918,-73.9744963,40.7466849
42442931,-73.974055,40.7472945
42442933,-73.9735947,40.7479305
42442935,-73.9731474,40.7485484
42442937,-73.9721997,40.7498334
42442939,-73.971713,40.750494
42442943,-73.971263,40.751122
42442947,-73.9708043,40.7517476
42442948,-73.9698968,40.7529893
42442949,-73.969431,40.753624
42442952,-73.96852,40.754877
42442955,-73.9676181,40.7561457
42442957,-73.966702,40.757381
42442959,-73.9662476,40.7580289
42442960,-73.9657958,40.758647
42442961,-73.9648028,40.7599916
42442963,-73.9629826,40.7624978
42442977,-73.9616072,40.7643672
42442983,-73.9611441,40.7649919
42443000,-73.9597829,40.7668715
42443009,-73.9588757,40.7681385
42443020,-73.956491,40.7714057
42443024,-73.9560266,40.7720395
42443027,-73.9550691,40.7733539
42443029,-73.9540995,40.774666
42443032,-73.9531654,40.7759238
42443037,-73.9522399,40.7771941
42443040,-73.951248,40.778551
42443042,-73.9507943,40.7791759
42443044,-73.9498809,40.7804348
42443046,-73.9494125,40.7810699
42443048,-73.9489622,40.7816881
42443050,-73.9485053,40.7823112
42443052,-73.9480373,40.7829443
42443054,-73.9470901,40.7842494
42443056,-73.9465916,40.7849455
42443058,-73.9457073,40.7861808
42443061,-73.9452422,40.7868144
42443066,-73.9429284,40.7899429
42443068,-73.9424329,40.7906269
42443072,-73.9410289,40.7925561
42443077,-73.9401082,40.7938155
42443078,-73.9396345,40.7944609
42443081,-73.9391857,40.7950753
42443085,-73.9377697,40.7970162
42443088,-73.9372797,40.7976795
42443092,-73.9359116,40.7995598
42443096,-73.9354447,40.8001963
42443099,-73.9349913,40.8008201
42443105,-73.9345304,40.8014525
42443116,-73.9335768,40.8027638
42443118,-73.9326682,40.8040729
42443119,-73.9323176,40.8045404
42443127,-73.9910315,40.7237271
42443181,-73.9597119,40.8155364
42443263,-73.9570893,40.7893529
42443264,-73.9552649,40.7885854
42443268,-73.9557669,40.7879006
42443280,-73.9745499,40.7832589
42443296,-73.9896929,40.7298431
42443298,-73.9889161,40.7299057
42443313,-73.9829512,40.7717305
42443326,-73.9806716,40.7748544
42443329,-73.9802121,40.7754797
42443332,-73.9797528,40.7761092
42443336,-73.9787995,40.7774164
42443341,-73.9778546,40.7787465
42443344,-73.9773846,40.7793715
42443346,-73.9769106,40.7799947
42443347,-73.9754991,40.7819606
42443349,-73.9726868,40.7858123
42443353,-73.9721811,40.7864968
42443363,-73.9694076,40.7903176
42443366,-73.9689668,40.7909442
42443373,-73.9680402,40.7921969
42443381,-73.9675451,40.792876
42443388,-73.9670321,40.7935554
42443403,-73.9656255,40.795486
42443406,-73.9638432,40.7979207
42443413,-73.9619296,40.8005466
42443426,-73.9614635,40.8011797
42443486,-73.932092,40.855157
42443488,-73.931655,40.855755
42443492,-73.9299339,40.8573725
42443513,-73.9884461,40.7232759
42443520,-73.927977,40.859545
42443522,-73.92842,40.860242
42443524,-73.928817,40.860862
42443528,-73.9781109,40.7572829
42443532,-73.9898591,40.7622326
42443534,-73.9927007,40.7634277
42443549,-73.9977981,40.7655765
42443556,-73.9799429,40.7547828
42443561,-73.9916836,40.7597283
42443563,-73.9945259,40.7609247
42443570,-73.9997758,40.7631549
42443574,-73.9393198,40.8258825
42443582,-73.9439099,40.8278201
42443588,-74.0044302,40.7140166
42443612,-73.9728581,40.7616156
42443613,-73.9711599,40.7609096
42443614,-73.9696237,40.7602528
42443615,-73.9680635,40.7596014
42443618,-73.9634088,40.7576367
42443621,-73.9607182,40.7565033
42443658,-73.9471685,40.8233637
42443659,-73.9488816,40.8240836
42443666,-74.0170046,40.7057599
42443671,-73.9905315,40.7402701
42443674,-74.002304,40.7452231
42443676,-74.0051067,40.7463948
42443677,-74.0077312,40.7475038
42443680,-73.9854903,40.747152
42443799,-73.9902269,40.7281239
42443807,-73.9774323,40.7537188
42443810,-73.9769749,40.754351
42443811,-73.9760646,40.7556019
42443817,-73.9429883,40.8025484
42443818,-73.9412451,40.8018088
42443819,-73.9397578,40.8011859
42443821,-73.9381606,40.8005038
42443824,-73.9335312,40.7985686
42443826,-73.9312818,40.7976374
42443844,-74.0069661,40.7117008
42443928,-73.9897857,40.7101204
42443950,-73.9831749,40.7503415
42443975,-73.997767,40.7564802
42444028,-73.9375935,40.8267594
42444043,-73.9778672,40.7547351
42444049,-73.974648,40.753367
42444051,-73.973049,40.7526987
42444055,-73.9684095,40.7507505
42444060,-73.932337,40.848735
42444069,-73.934966,40.84984
42444081,-73.9366718,40.8504587
42444097,-73.939236,40.851179
42444108,-73.9990003,40.7085457
42444116,-73.9940239,40.7095135
42444123,-73.9919815,40.7097965
42444129,-73.991777,40.7098281
42444223,-74.0070517,40.7037626
42444230,-74.0062946,40.7042528
42444242,-74.0047485,40.7052329
42444267,-74.0098,40.733204
42444271,-74.0034478,40.7080602
42444277,-74.0004898,40.7109994
42444282,-74.000694,40.7111741
42444353,-74.0144385,40.7031643
42444355,-74.0130194,40.7031234
42444360,-74.0126385,40.7032112
42444414,-74.0079409,40.7055443
42444424,-74.0067819,40.706735
42444452,-73.9422694,40.8064189
42444453,-73.9406432,40.8057387
42444456,-73.9388881,40.8049979
42444457,-73.9374253,40.8043802
42444458,-73.9358291,40.8037065
42444479,-74.0144028,40.7036181
42444480,-74.0131307,40.7035982
42444485,-73.9567171,40.7866012
42444487,-73.9551138,40.7859253
42444491,-73.9534225,40.7852132
42444495,-73.951892,40.7845692
42444500,-73.9502957,40.7839085
42444506,-73.94567,40.781947
42444581,-73.9336778,40.8382889
42444809,-73.9585567,40.7840871
42444810,-73.9569479,40.7834134
42444812,-73.9552544,40.7827019
42444814,-73.9537232,40.7820567
42444817,-73.9521166,40.7813773
42444820,-73.9474999,40.7794315
42444827,-73.986176,40.726409
42444829,-73.9839534,40.7254711
42444832,-73.981637,40.724494
42444833,-73.9792747,40.7235008
42444835,-73.976893,40.722498
42444837,-73.9747705,40.7216193
42444854,-73.9467254,40.8239826
42444873,-73.913352,40.868777
42444880,-73.912847,40.869444
42444884,-73.9116992,40.8710506
42444909,-74.0044325,40.7422885
42444916,-74.0031552,40.7440561
42444928,-74.000438,40.7477804
42444933,-73.9999781,40.7484089
42444954,-73.996798,40.7527349
42444960,-73.9958428,40.7540713
42444964,-73.9953826,40.7546861
42444985,-73.9940178,40.7565324
42444991,-73.9935785,40.7571536
42445001,-73.9930728,40.75784
42445011,-73.9921385,40.7591038
42445018,-73.990767,40.7609866
42445020,-73.9903162,40.7616052
42445025,-73.9884895,40.7641124
42445027,-73.9880232,40.7647531
42445033,-73.9871254,40.7659937
42445037,-73.9857183,40.767916
42445039,-73.9852202,40.7685979
42445046,-73.919379,40.860527
42445051,-73.918469,40.861775
42445054,-73.918015,40.862394
42445171,-74.0102257,40.7241745
42445174,-74.01124,40.7242449
42445183,-73.9420768,40.8038123
42445185,-73.9403209,40.8030712
42445189,-73.9388372,40.8024528
42445196,-73.9372351,40.8017666
42445215,-73.9472816,40.8051841
42445219,-73.9544988,40.8082223
42445225,-73.9675292,40.7717837
42445227,-73.9659285,40.7711054
42445230,-73.9642066,40.770387
42445232,-73.9627039,40.7697511
42445236,-73.9611072,40.7690777
42445247,-73.9564821,40.7671313
42445256,-73.9527422,40.7891818
42445258,-73.9510061,40.7884393
42445259,-73.949529,40.7878098
42445263,-73.9433191,40.785172
42445286,-74.0166469,40.7155474
42445291,-74.0157766,40.7176755
42445310,-74.0027848,40.7495921
42445314,-74.0078208,40.7517211
42445356,-74.007533,40.7154325
42445357,-74.0088423,40.716029
42445365,-73.9829612,40.7477705
42445374,-73.9797283,40.7463997
42445378,-73.9781161,40.7457347
42445382,-73.9773346,40.7454012
42445387,-73.9752025,40.7445022
42445390,-73.973508,40.7437863
42445392,-73.9720697,40.7431778
42445404,-73.984794,40.7452501
42445409,-73.9831115,40.7445433
42445413,-73.9799582,40.7432118
42445417,-73.9753382,40.7412737
42445426,-73.936353,40.7947105
42445466,-74.0030368,40.7155879
42445474,-74.0025781,40.7161929
42445479,-74.0021044,40.7167336
42445481,-74.0015648,40.7173003
42445484,-74.000988,40.717932
42445489,-73.9990418,40.7200529
42445498,-73.996476,40.723686
42445511,-73.9952749,40.7251518
42445520,-73.994129,40.72664
42445534,-73.993147,40.727867
42445543,-73.991121,40.730046
42445548,-73.990646,40.730615
42445558,-73.9904901,40.7305518
42445561,-73.9187061,40.8602477
42445562,-73.9178704,40.8615285
42445563,-73.9172236,40.8620485
42445574,-74.005658,40.726435
42445585,-73.936692,40.8140424
42445587,-73.9398384,40.8153746
42445603,-73.9944553,40.7169743
42445606,-73.9963251,40.7176001
42445612,-73.9987539,40.7184427
42445617,-73.9897482,40.7155607
42445620,-73.9913119,40.7160318
42445630,-73.9816369,40.7144648
42445634,-73.9225094,40.8624268
42445635,-73.923137,40.863416
42445637,-73.925514,40.867133
42445640,-73.925919,40.867769
42445644,-73.9216811,40.8606861
42445649,-73.9822757,40.7515813
42445651,-73.9806768,40.7509069
42445653,-73.9789649,40.750187
42445656,-73.9774292,40.7495392
42445661,-73.975839,40.7488692
42445664,-73.9749714,40.7485037
42445666,-73.9727421,40.7475701
42445667,-73.9712165,40.7469293
42445672,-73.927477,40.850694
42445675,-73.930101,40.851793
42445680,-73.932725,40.852898
42445689,-73.935133,40.853479
42445700,-74.0059645,40.7196981
42445702,-74.0068153,40.7197847
42445731,-73.9594602,40.7828325
42445733,-73.9578583,40.7821666
42445736,-73.956168,40.7814517
42445738,-73.9546344,40.7808061
42445740,-73.9530275,40.7801285
42445748,-73.9484255,40.7781772
42445757,-73.9438474,40.776257
42445766,-74.007705,40.742834
42445769,-74.0085326,40.7431586
42445773,-73.917044,40.867026
42445804,-73.9699431,40.7497536
42445817,-73.9472775,40.7935411
42445823,-73.9457883,40.79293
42445840,-73.9506082,40.7949631
42445843,-73.9490156,40.7942835
42445867,-73.987985,40.7408817
42445879,-73.9870446,40.742157
42445885,-73.9861457,40.7433908
42445888,-73.9856985,40.7440046
42445896,-73.9843457,40.7458588
42445899,-73.9838914,40.7464825
42445903,-73.9834426,40.7471011
42445908,-73.9820215,40.7490542
42445909,-73.9815704,40.7496645
42445910,-73.9811233,40.7502832
42445914,-73.9802259,40.7515286
42445916,-73.9792873,40.7528125
42445917,-73.9787764,40.7534863
42445920,-73.9783295,40.754099
42445924,-73.9769642,40.7559868
42445926,-73.976512,40.7566036
42445928,-73.975593,40.7578582
42445930,-73.9746825,40.7591136
42445936,-73.9737664,40.7603711
42445941,-73.9733102,40.7609986
42445947,-73.9718668,40.7629713
42445950,-73.9714224,40.7635873
42445953,-73.9709527,40.7642357
42445961,-73.9700424,40.7654664
42445972,-73.9686619,40.7673574
